90.00000,282182.46875
90.50000,286683.40625
91.00000,290701.62500
91.50000,294066.68750
92.00000,297255.25000
92.50000,299698.56250
93.00000,302011.68750
93.50000,303312.00000
94.00000,304489.59375
94.50000,305189.90625
95.00000,305739.81250
95.50000,306002.46875
96.00000,306059.84375
96.50000,305897.18750
97.00000,305572.65625
97.50000,305149.62500
98.00000,304648.81250
98.50000,304123.53125
99.00000,303533.00000
99.50000,302934.00000
100.00000,302304.65625
100.50000,301674.53125
101.00000,301040.71875
101.50000,300404.68750
102.00000,299763.78125
102.50000,299114.75000
103.00000,298455.93750
103.50000,297776.21875
104.00000,297082.28125
104.50000,296365.37500
105.00000,295640.15625
105.50000,294882.12500
106.00000,294118.68750
106.50000,293304.62500
107.00000,292487.00000
107.50000,291649.59375
108.00000,290806.25000
108.50000,289948.50000
109.00000,289083.15625
109.50000,288207.71875
110.00000,287328.93750
110.50000,286447.59375
111.00000,285563.15625
111.50000,284677.46875
112.00000,283787.87500
112.50000,282897.62500
113.00000,281997.15625
113.50000,281095.31250
114.00000,280184.78125
114.50000,279271.34375
115.00000,278349.93750
115.50000,277420.75000
116.00000,276480.09375
116.50000,275533.93750
117.00000,274583.09375
117.50000,273627.59375
118.00000,272669.90625
118.50000,271708.75000
119.00000,270746.84375
119.50000,269789.81250
120.00000,268833.75000
120.50000,267884.25000
121.00000,266936.90625
121.50000,265996.34375
122.00000,265062.84375
122.50000,264140.93750
123.00000,263224.37500
123.50000,262312.84375
124.00000,261407.53125
124.50000,260505.51563
125.00000,259612.12500
125.50000,258720.96875
126.00000,257836.70313
126.50000,256953.28125
127.00000,256074.48438
127.50000,255196.73438
128.00000,254322.87500
128.50000,253451.85938
129.00000,252586.12500
129.50000,251723.34375
130.00000,250863.67188
130.50000,250007.96875
131.00000,249154.62500
131.50000,248309.00000
132.00000,247465.71875
132.50000,246630.20313
133.00000,245795.78125
133.50000,244967.43750
134.00000,244140.35938
134.50000,243318.75000
135.00000,242499.56250
135.50000,241685.39063
136.00000,240873.15625
136.50000,240063.15625
137.00000,239255.65625
137.50000,238449.79688
138.00000,237648.78125
138.50000,236849.43750
139.00000,236055.76563
139.50000,235262.98438
140.00000,234476.20313
140.50000,233690.71875
141.00000,232912.01563
141.50000,232136.84375
142.00000,231370.01563
142.50000,230606.78125
143.00000,229848.18750
143.50000,229094.37500
144.00000,228344.07813
144.50000,227602.79688
145.00000,226865.09375
145.50000,226135.09375
146.00000,225406.39063
146.50000,224685.59375
147.00000,223966.14063
147.50000,223255.15625
148.00000,222547.59375
148.50000,221849.23438
149.00000,221154.73438
149.50000,220465.78125
150.00000,219782.15625
150.50000,219102.89063
151.00000,218434.85938
151.50000,217771.89063
152.00000,217118.42188
152.50000,216466.89063
153.00000,215825.00000
153.50000,215184.67188
154.00000,214554.78125
154.50000,213927.56250
155.00000,213308.56250
155.50000,212691.92188
156.00000,212079.04688
156.50000,211469.07813
157.00000,210861.73438
157.50000,210258.75000
158.00000,209658.00000
158.50000,209060.29688
159.00000,208463.35938
159.50000,207869.85938
160.00000,207276.98438
160.50000,206688.59375
161.00000,206101.73438
161.50000,205520.31250
162.00000,204941.03125
162.50000,204365.56250
163.00000,203793.31250
163.50000,203224.28125
164.00000,202663.15625
164.50000,202106.53125
165.00000,201557.64063
165.50000,201010.98438
166.00000,200473.53125
166.50000,199937.68750
167.00000,199415.14063
167.50000,198896.28125
168.00000,198392.84375
168.50000,197894.68750
169.00000,197407.17188
169.50000,196927.68750
170.00000,196457.20313
170.50000,196006.40625
171.00000,195568.18750
171.50000,195149.06250
172.00000,194736.34375
172.50000,194345.62500
173.00000,193958.56250
173.50000,193603.39063
174.00000,193254.65625
174.50000,192938.01563
175.00000,192629.59375
175.50000,192339.78125
176.00000,192061.76563
176.50000,191798.43750
177.00000,191557.65625
177.50000,191332.92188
178.00000,191125.15625
178.50000,190923.89063
179.00000,190740.00000
179.50000,190558.90625
180.00000,190400.25000
180.50000,190244.68750
181.00000,190108.09375
181.50000,189975.35938
182.00000,189852.57813
182.50000,189735.34375
183.00000,189625.79688
183.50000,189526.71875
184.00000,189435.95313
184.50000,189354.40625
185.00000,189276.89063
185.50000,189209.37500
186.00000,189143.82813
186.50000,189092.37500
187.00000,189043.37500
187.50000,189010.67188
188.00000,188981.25000
188.50000,188961.48438
189.00000,188946.84375
189.50000,188940.12500
190.00000,188943.82813
190.50000,188956.73438
191.00000,188979.43750
191.50000,189006.98438
192.00000,189044.39063
192.50000,189084.14063
193.00000,189136.64063
193.50000,189191.21875
194.00000,189260.07813
194.50000,189331.03125
195.00000,189409.14063
195.50000,189490.48438
196.00000,189577.42188
196.50000,189670.18750
197.00000,189768.65625
197.50000,189872.98438
198.00000,189980.54688
198.50000,190094.12500
199.00000,190209.37500
199.50000,190332.43750
200.00000,190456.98438
200.50000,190594.00000
201.00000,190732.89063
201.50000,190879.25000
202.00000,191028.85938
202.50000,191184.78125
203.00000,191347.28125
203.50000,191516.93750
204.00000,191694.29688
204.50000,191876.40625
205.00000,192065.57813
205.50000,192257.03125
206.00000,192456.73438
206.50000,192657.82813
207.00000,192871.01563
207.50000,193085.32813
208.00000,193304.93750
208.50000,193526.45313
209.00000,193752.12500
209.50000,193981.00000
210.00000,194213.75000
210.50000,194450.46875
211.00000,194689.96875
211.50000,194933.17188
212.00000,195177.76563
212.50000,195426.81250
213.00000,195676.60938
213.50000,195934.65625
214.00000,196193.48438
214.50000,196456.81250
215.00000,196721.40625
215.50000,196989.18750
216.00000,197258.89063
216.50000,197531.20313
